"id","type","area","floors","rooms","bathrooms","price","condition","city","district"
10353,"town house",90,3,2,2,1116993,"not finished","Menofia","Al Shohada"
10354,"apartment",158,3,1,2,4105423,"not finished","South Sinai","Dahab"
10355,"office",114,1,3,3,11524088,"not finished","Giza","Bin Alsarayat"
10356,"studio",293,3,3,1,8226253,"luxury finished","Damietta","Azbet Al Burg"
10357,"villa",192,2,1,2,4906981,"not finished","Dakahlia","Mansoura"
10358,"villa",137,1,3,3,8893304,"fully finished","Sohag","Tama"
10359,"apartment",123,2,3,3,7352422,"semi finished","Sharkia","Al Ashr Men Ramadan"
10360,"shop",156,2,2,3,5053864,"fully finished","Menofia","Menouf"
10361,"apartment",86,1,2,2,3092008,"not finished","Alexandria","Abu Qir"
10362,"apartment",290,3,2,2,10080941,"semi finished","New Valley","El Kharga"
10363,"office",250,2,3,3,14497950,"not finished","Suez","Faysal"
10364,"villa",230,2,2,1,5963810,"fully finished","Damietta","alruwda"
10365,"studio",229,2,1,1,13240630,"luxury finished","Ismailia","Kasasien El Gedida"
10366,"apartment",286,1,3,1,5004076,"fully finished","Dakahlia","Nabroh"
10367,"apartment",169,1,3,3,5579013,"luxury finished","Beheira","Kom Hamada"
10368,"villa",293,1,1,3,6799980,"luxury finished","Sharkia","Awlad Saqr"
10369,"shop",109,2,3,1,9412001,"luxury finished","Kafr El Sheikh","Baltim"
10370,"apartment",223,1,2,3,14647559,"semi finished","Gharbia","Tanta"
10371,"shop",287,3,1,3,11539715,"semi finished","Sohag","Sohag"
10372,"villa",107,1,2,1,1971289,"not finished","Fayoum","Atsa"
10373,"villa",197,3,1,2,4862178,"not finished","Fayoum","Sayala"
10374,"town house",242,1,1,3,5307183,"semi finished","Beni Suef","Fashn"
10375,"duplex",190,1,2,2,1531623,"not finished","Gharbia","Qutour"
10376,"shop",172,1,3,2,9414583,"fully finished","Aswan","Drau"
10377,"office",174,2,2,3,6483783,"semi finished","Giza","Warraq"
10378,"shop",111,3,1,1,9440536,"luxury finished","Aswan","Aswan El Gedida"
10379,"villa",113,3,2,2,5131196,"not finished","Fayoum","Fayoum"
10380,"duplex",196,2,3,3,10272154,"fully finished","Damietta","Damietta"
10381,"duplex",288,3,2,1,13123872,"luxury finished","Port Said","Aldawahi"
10382,"duplex",95,1,3,3,9511913,"fully finished","Red Sea","Halaib"
10383,"duplex",219,1,1,3,8294855,"semi finished","North Sinai","Rafah"
10384,"shop",99,3,1,3,9219985,"fully finished","Qalyubia","Khanka"
10385,"studio",231,2,2,1,10158872,"luxury finished","Beni Suef","Ehnasia"
10386,"apartment",277,1,2,3,4562096,"fully finished","Damietta","New Damietta"
10387,"duplex",199,3,2,1,6785180,"luxury finished","Minya","Mattay"
10388,"apartment",207,1,1,2,3788023,"fully finished","Matrouh","Sidi Brani"
11236,"office",152,1,3,3,10398281,"luxury finished","Menofia","Sars El-Layan"
10389,"apartment",193,1,2,2,4896308,"luxury finished","Beni Suef","Mokbel"
10390,"villa",215,2,1,2,13265018,"fully finished","Luxor","Al Qarna"
10391,"apartment",182,2,1,3,7308036,"not finished","Aswan","Al-Radisiyah"
10392,"studio",201,2,1,1,7256658,"not finished","Luxor","Armant"
10393,"duplex",178,1,1,3,10445072,"fully finished","Alexandria","Shads"
10394,"studio",165,1,3,1,14176698,"fully finished","Sohag","Akhmeem"
10395,"villa",153,2,1,3,7318470,"semi finished","South Sinai","Dahab"
10396,"studio",128,2,1,2,8611277,"not finished","Ismailia","Kasasien El Gedida"
10397,"studio",285,1,1,3,1072173,"fully finished","Matrouh","Alamein"
10398,"duplex",115,3,1,1,8011553,"luxury finished","Gharbia","Zefta"
10399,"shop",103,1,1,1,1049799,"not finished","Aswan","Al Sibaeia"
10400,"studio",227,3,1,2,11601734,"not finished","Gharbia","El Santa"
10401,"office",270,3,2,3,5370799,"semi finished","Beni Suef","Ehnasia"
10402,"duplex",192,2,1,1,1079156,"not finished","Minya","Meloy"
10403,"studio",182,1,1,2,2543158,"fully finished","Qena","Qena"
10404,"apartment",246,2,1,3,8303897,"semi finished","Dakahlia","Meet Salsil"
10405,"apartment",274,3,2,1,1788940,"semi finished","Beheira","Abu al-Matamir"
10406,"office",246,1,3,1,5831355,"not finished","Qalyubia","Qaha"
10407,"shop",226,1,1,3,3053091,"fully finished","Alexandria","Bakos"
10408,"duplex",278,3,1,2,11188401,"semi finished","Minya","Deir Mawas"
10409,"duplex",270,1,3,2,2844192,"fully finished","Assiut","Qusiya"
10410,"studio",245,3,1,2,8700156,"luxury finished","Suez","Ain Sokhna"
10411,"shop",118,2,3,1,13018876,"not finished","Kafr El Sheikh","Bella"
10412,"studio",152,3,3,3,9843802,"fully finished","Menofia","Ashmon"
10413,"studio",194,1,2,1,1947868,"semi finished","Beheira","Shubrakhit"
10414,"town house",90,1,2,1,7825520,"luxury finished","Port Said","Almanakh"
10415,"villa",271,3,3,3,7026674,"not finished","Fayoum","Hadqa"
10416,"studio",195,2,1,3,12219140,"fully finished","New Valley","Dakhla"
10417,"apartment",242,1,2,1,9096753,"fully finished","Red Sea","Hurghada"
10418,"villa",90,1,3,2,11436583,"fully finished","Alexandria","Fleming"
10419,"town house",164,2,2,1,8688645,"not finished","Beni Suef","Mokbel"
10420,"villa",154,2,3,2,6095343,"fully finished","Qena","Alwaqf"
10421,"duplex",229,2,1,3,11160097,"luxury finished","Qalyubia","Obour"
10422,"office",142,1,1,1,11805836,"luxury finished","Aswan","Kalabsha"
10423,"apartment",280,3,2,2,3096715,"luxury finished","Port Said","Alsharq"
10424,"town house",220,3,2,3,7858660,"not finished","Cairo","New Nozha"
10425,"villa",99,3,1,1,13334918,"luxury finished","Cairo","El Salam"
10426,"office",257,2,1,3,8590491,"semi finished","Alexandria","El Labban"
10427,"apartment",153,3,3,3,14493868,"semi finished","Port Said","Almanakh"
10428,"town house",186,2,3,3,8029829,"fully finished","Cairo","Masr Al Qadima"
10429,"town house",96,2,2,2,12875972,"fully finished","Assiut","Sahel Selim"
10430,"studio",210,3,1,1,2867640,"semi finished","Assiut","El Ghanaim"
10431,"office",296,2,3,2,1294445,"semi finished","Damietta","Azbet Al Burg"
10432,"duplex",100,2,1,3,12698239,"not finished","Giza","Imbaba"
10433,"apartment",169,1,2,2,1744036,"fully finished","Cairo","Mosky"
10434,"town house",204,2,3,3,3396339,"fully finished","Menofia","Shbeen El Koom"
10435,"apartment",171,2,3,3,4532768,"semi finished","Ismailia","Sheikh Zayed"
10436,"apartment",182,1,1,2,3271751,"fully finished","Ismailia","El Tal El Kabier"
10437,"duplex",133,1,3,1,4421857,"not finished","South Sinai","Sharm El-Shaikh"
10438,"office",196,3,3,1,11974341,"not finished","Cairo","Sahel"
10439,"villa",135,2,2,3,1853226,"luxury finished","North Sinai","Nakhl"
10440,"apartment",239,3,1,1,10550361,"fully finished","Kafr El Sheikh","Burg Al Burullus"
10441,"studio",140,2,1,1,12494092,"not finished","Qena","Alwaqf"
10442,"apartment",120,2,3,1,13361302,"not finished","South Sinai","Al Toor"
10443,"duplex",285,2,3,3,11239904,"luxury finished","Sharkia","Manshayat Abu Omar"
10444,"office",263,1,1,1,2510728,"luxury finished","Qalyubia","Khosous"
10445,"studio",254,2,2,2,8817538,"fully finished","Qalyubia","Qaha"
10446,"studio",134,2,3,2,11210721,"fully finished","Qalyubia","Khanka"
10447,"shop",257,3,3,1,6677341,"semi finished","Dakahlia","Bani Ubaid"
10448,"studio",290,3,3,2,14274580,"fully finished","Aswan","Aswan"
10449,"office",270,2,3,1,9089110,"not finished","South Sinai","Dahab"
10450,"office",296,3,1,1,1272320,"fully finished","Minya","Ard Sultan"
10451,"shop",90,2,2,1,3291867,"semi finished","Ismailia","Qantara Gharb"
10452,"duplex",142,2,2,1,13135092,"fully finished","Aswan","Kom Ombo"
10453,"apartment",300,1,1,1,14127218,"fully finished","Qalyubia","Tukh"
10454,"shop",233,2,1,2,1650789,"luxury finished","Sharkia","Qenaiat"
10455,"duplex",281,1,3,3,14508058,"not finished","Menofia","Al Bagor"
10456,"office",173,1,1,2,8683619,"fully finished","Kafr El Sheikh","Bella"
10457,"duplex",223,1,2,2,5638112,"luxury finished","Qena","Qaft"
10458,"town house",254,3,1,1,4489109,"fully finished","Port Said","Aldawahi"
10459,"apartment",225,1,3,1,7044512,"semi finished","Luxor","Armant"
10460,"apartment",211,3,2,1,2698050,"semi finished","Damietta","Kafr Saad"
10461,"duplex",188,2,2,1,7340923,"luxury finished","Kafr El Sheikh","Qellen"
10462,"studio",241,2,1,2,9255350,"fully finished","Beni Suef","Beni Suef El Gedida"
10463,"villa",93,1,3,2,10025450,"not finished","Damietta","Azbet Al Burg"
10464,"shop",113,1,1,2,7618669,"luxury finished","Sharkia","san alhajar alqablia"
10465,"town house",187,2,2,3,6861096,"luxury finished","Ismailia","Kasasien El Gedida"
10466,"villa",181,1,3,3,7011017,"semi finished","Dakahlia","Meet Salsil"
10467,"office",268,3,3,1,9392149,"semi finished","Ismailia","Abu Sawir"
10468,"duplex",154,1,3,1,7473506,"not finished","Cairo","El-Khalifa"
10469,"town house",233,3,1,2,1364441,"not finished","Red Sea","El Qusiar"
10470,"duplex",94,2,3,1,13168059,"semi finished","Beni Suef","Bani Sweif"
10471,"apartment",252,3,2,1,3563534,"luxury finished","Qena","Deshna"
10472,"duplex",139,1,3,3,12826422,"not finished","Qalyubia","Qaha"
10473,"office",203,2,3,1,12312878,"semi finished","Beni Suef","Al Wasta"
10474,"office",130,3,1,2,12024210,"fully finished","North Sinai","Nakhl"
10475,"office",209,2,3,1,8075575,"fully finished","Gharbia","Al Mahalla Al Kobra"
10476,"apartment",99,1,2,2,10025987,"semi finished","Port Said","Alsharq"
10477,"shop",120,2,1,3,8635904,"fully finished","Sohag","Alkawthar"
10478,"villa",253,1,1,1,13505438,"fully finished","Minya","Minya"
10479,"duplex",227,3,3,2,9608301,"semi finished","Sohag","Tama"
10480,"apartment",190,1,3,2,12392022,"semi finished","Sharkia","Faccus"
10481,"studio",287,3,1,3,3387379,"not finished","Minya","Deir Mawas"
10482,"villa",90,3,1,2,4239517,"not finished","Suez","Alganayen"
10483,"shop",95,3,3,1,1626174,"luxury finished","Gharbia","Qutour"
10484,"studio",232,2,2,1,5084175,"fully finished","Port Said","Port Fouad"
10485,"studio",185,2,3,1,4614389,"luxury finished","Menofia","Sars El-Layan"
10486,"studio",298,2,1,3,1131821,"fully finished","Alexandria","Moharam Bek"
10487,"villa",143,3,2,3,14720690,"not finished","Luxor","Al ziynia"
10488,"town house",255,2,3,3,3996602,"semi finished","Assiut","Assiut"
11237,"duplex",166,2,1,2,6109165,"luxury finished","Beheira","Itai Baroud"
10489,"shop",205,3,2,3,12815097,"luxury finished","Menofia","Al Shohada"
10490,"studio",164,2,1,1,4308603,"semi finished","South Sinai","Saint Catherine"
10491,"villa",102,2,1,2,13803270,"not finished","Luxor","Luxor"
10492,"shop",178,1,2,3,7951719,"fully finished","Damietta","Kafr El-Batikh"
10493,"office",180,3,2,2,1207306,"not finished","Cairo","Ataba"
10494,"shop",279,1,1,2,3975699,"not finished","Giza","Kit Kat"
10495,"apartment",173,1,1,3,13010919,"fully finished","Qena","Farshout"
10496,"studio",117,3,1,1,1849760,"luxury finished","Assiut","Sidfa"
10497,"office",260,3,1,3,9989603,"fully finished","Beheira","Mahmoudiyah"
10498,"apartment",255,1,1,3,4242673,"not finished","Assiut","Sidfa"
10499,"office",243,1,2,2,10047686,"luxury finished","Luxor","Esna"
10500,"studio",234,1,3,1,5180483,"not finished","Damietta","Faraskour"
10501,"villa",132,1,3,2,13485667,"fully finished","South Sinai","Ras Sidr"
10502,"duplex",230,1,2,2,7650915,"luxury finished","Cairo","Nasr City"
10503,"apartment",107,2,1,1,2711816,"semi finished","Alexandria","Victoria"
10504,"shop",115,3,1,2,14808627,"not finished","Qena","Qena"
10505,"villa",221,1,3,2,10900488,"luxury finished","Giza","Dokki"
10506,"apartment",204,3,3,2,14392924,"fully finished","New Valley","Balat"
10507,"town house",269,1,1,3,1510427,"luxury finished","Minya","Minya El Gedida"
10508,"town house",227,2,1,3,8869290,"not finished","Giza","Moneeb"
10509,"office",266,2,1,1,12232180,"semi finished","Suez","Faysal"
10510,"duplex",152,3,2,2,12552029,"not finished","Cairo","Nasr City"
10511,"town house",267,3,2,3,8919754,"fully finished","Matrouh","Sidi Brani"
10512,"studio",136,1,2,3,11417337,"semi finished","North Sinai","Arish"
10513,"studio",282,1,2,1,2769251,"fully finished","Assiut","Sidfa"
10514,"town house",125,1,2,3,13466820,"semi finished","Alexandria","El Montaza"
10515,"office",228,2,3,1,12515412,"semi finished","Luxor","Al Qarna"
10516,"town house",269,2,2,2,14803924,"luxury finished","Qalyubia","Qaha"
10517,"studio",272,2,3,3,12686570,"not finished","Qalyubia","Shibin Al Qanater"
10518,"office",132,3,1,1,10388749,"semi finished","New Valley","Paris"
10519,"studio",267,2,1,1,12258125,"luxury finished","Luxor","Luxor"
10520,"shop",232,2,2,2,7394833,"not finished","Beheira","Mahmoudiyah"
10521,"apartment",278,2,2,2,8689759,"semi finished","Sohag","Akhmim El Gedida"
10522,"office",222,3,1,3,11282352,"not finished","Kafr El Sheikh","Hamol"
10523,"villa",151,3,1,1,4724206,"not finished","Matrouh","Al-Nagila"
10524,"studio",262,1,3,1,13480313,"luxury finished","Menofia","Quesna"
10525,"studio",145,1,1,3,1205198,"fully finished","Beheira","Rashid"
10526,"town house",123,3,1,3,1885547,"luxury finished","Sharkia","Qenaiat"
10527,"duplex",116,2,3,1,6109527,"semi finished","North Sinai","Arish"
10528,"duplex",183,1,1,1,13987425,"not finished","Cairo","Sahel"
10529,"villa",184,2,2,2,8481205,"fully finished","Giza","Moneeb"
10530,"apartment",103,1,2,2,13788946,"luxury finished","Beheira","Delengat"
10531,"duplex",104,2,1,1,4614285,"luxury finished","Aswan","Aswan El Gedida"
10532,"shop",121,3,1,2,11004835,"semi finished","Assiut","El Ghanaim"
10533,"studio",210,3,2,1,10041936,"semi finished","Ismailia","El Tal El Kabier"
10534,"studio",85,3,2,1,8206736,"luxury finished","North Sinai","Sheikh Zowaid"
10535,"apartment",256,1,2,3,10831916,"not finished","Port Said","Aldawahi"
10536,"office",235,3,1,2,7052431,"luxury finished","Fayoum","Hadqa"
10537,"duplex",297,2,1,2,10342537,"luxury finished","Dakahlia","Dekernes"
10538,"studio",149,1,1,3,3047324,"semi finished","Dakahlia","aljamalia"
10539,"town house",212,2,2,3,1089693,"luxury finished","Red Sea","Hurghada"
10540,"town house",264,3,2,1,9670696,"fully finished","Damietta","alsaru"
10541,"duplex",83,1,3,2,12288340,"luxury finished","Aswan","Drau"
10542,"studio",137,1,3,1,1833779,"not finished","Qalyubia","Kafr Shukr"
10543,"apartment",259,2,1,2,14479569,"not finished","Luxor","Al Tud"
10544,"shop",125,2,3,2,3059512,"fully finished","Damietta","Azbet Al Burg"
10545,"apartment",268,3,1,2,5284864,"semi finished","Kafr El Sheikh","Qellen"
10546,"duplex",159,1,3,3,8779769,"luxury finished","Port Said","Aldawahi"
10547,"villa",264,1,2,2,3258670,"semi finished","South Sinai","Ras Sidr"
10548,"studio",82,3,2,1,4384370,"semi finished","Qalyubia","Banha"
10549,"duplex",126,1,1,2,7590697,"fully finished","New Valley","Balat"
10550,"shop",201,2,2,1,1002460,"luxury finished","Menofia","Ashmon"
10551,"apartment",249,1,3,3,7131685,"luxury finished","North Sinai","Arish"
10552,"office",151,1,3,3,3644145,"semi finished","Suez","Faysal"
10553,"villa",162,3,1,3,11784110,"not finished","Ismailia","Fayed"
10554,"villa",239,3,1,3,2845464,"not finished","Kafr El Sheikh","Sidi Salm"
10555,"town house",206,2,2,3,5100476,"fully finished","Luxor","Esna"
10556,"studio",131,1,2,3,2237563,"luxury finished","Gharbia","El Santa"
10557,"shop",104,2,1,3,4036178,"semi finished","Dakahlia","Al Manzala"
10558,"duplex",123,1,2,2,6679889,"semi finished","Sharkia","El Salihia El Gedida"
10559,"apartment",232,3,2,2,9248561,"semi finished","Qalyubia","Al Qanater Charity"
10560,"duplex",244,3,2,1,3144409,"semi finished","Luxor","Luxor"
10561,"office",106,1,2,1,12806615,"luxury finished","New Valley","El Kharga"
10562,"shop",176,3,2,1,8539501,"fully finished","Qena","Quos"
10563,"office",232,1,1,2,6032421,"semi finished","Damietta","Zarqa"
10564,"studio",167,2,3,2,6820580,"semi finished","Ismailia","Qantara Gharb"
10565,"studio",282,1,1,3,6047685,"luxury finished","Minya","Deir Mawas"
10566,"villa",242,1,1,1,12389626,"luxury finished","Giza","Faisal"
10567,"office",162,1,2,1,2831756,"not finished","Qena","Qaft"
10568,"villa",293,1,3,2,13989955,"semi finished","Aswan","Al-Radisiyah"
10569,"town house",237,3,3,1,9237643,"fully finished","Matrouh","Siwa"
10570,"town house",196,1,1,3,5730697,"not finished","Damietta","Meet Abou Ghalib"
10571,"studio",248,3,3,2,5436550,"fully finished","Beheira","Itai Baroud"
10572,"apartment",279,2,1,1,2651615,"semi finished","Sohag","El Maragha"
10573,"town house",292,1,1,2,4642836,"semi finished","Port Said","Alarab"
10574,"apartment",275,3,2,2,5469716,"semi finished","Red Sea","Safaga"
10575,"town house",260,1,2,1,14027591,"luxury finished","Suez","Alganayen"
10576,"shop",195,2,2,3,5225553,"luxury finished","Suez","Ataqah"
10577,"apartment",241,1,2,1,5937592,"semi finished","Damietta","Meet Abou Ghalib"
10578,"town house",226,3,2,3,2018885,"luxury finished","Cairo","El Daher"
10579,"villa",157,2,1,1,13695293,"luxury finished","North Sinai","Rafah"
10580,"duplex",117,2,2,3,7643738,"luxury finished","Damietta","Azbet Al Burg"
10581,"studio",207,3,1,2,9148632,"luxury finished","Gharbia","El Santa"
10582,"office",252,1,1,2,10690772,"semi finished","Beheira","New Nubaria"
10583,"studio",160,2,3,1,2158516,"luxury finished","Fayoum","Tamiya"
10584,"studio",201,3,3,3,4145955,"semi finished","Qalyubia","Mostorod"
10585,"town house",164,2,2,2,7005796,"not finished","Ismailia","Kasasien El Gedida"
10586,"duplex",210,1,3,2,7221368,"luxury finished","Beheira","Abu Homs"
10587,"office",98,1,3,2,5898924,"semi finished","Port Said","Almanakh"
10588,"villa",170,3,1,2,5731761,"fully finished","Cairo","Capital New"
11238,"office",273,1,1,3,5564766,"luxury finished","Aswan","Al Basilia"
10589,"duplex",102,1,1,1,13976759,"semi finished","Damietta","Damietta"
10590,"town house",87,2,3,2,14442211,"luxury finished","Qalyubia","Qaha"
10591,"duplex",81,2,2,3,14070821,"fully finished","Ismailia","Abu Sawir"
10592,"shop",292,2,3,1,10191955,"semi finished","Alexandria","Al Mamurah"
10593,"studio",286,3,2,2,9847124,"fully finished","Suez","Ain Sokhna"
10594,"shop",133,1,2,2,1038931,"fully finished","Sharkia","Abu Kabir"
10595,"shop",189,2,2,1,6940022,"semi finished","South Sinai","Ras Sidr"
10596,"duplex",149,1,3,1,11593647,"fully finished","Qena","Qaft"
10597,"shop",281,2,2,3,3765672,"luxury finished","Minya","Minya El Gedida"
10598,"duplex",235,1,3,1,1966338,"not finished","Gharbia","Qutour"
10599,"shop",226,2,1,2,10062433,"fully finished","Luxor","Al ziynia"
10600,"office",81,1,1,1,4899158,"not finished","Sharkia","Husseiniya"
10601,"shop",181,1,2,3,4325951,"luxury finished","Sharkia","Minya Al Qamh"
10602,"shop",108,3,2,3,13630720,"luxury finished","Fayoum","Sayala"
10603,"villa",135,3,2,3,5550725,"fully finished","North Sinai","Rafah"
10604,"studio",102,3,1,1,6837056,"fully finished","Gharbia","Al Mahalla Al Kobra"
10605,"town house",89,2,3,1,1072158,"fully finished","Beheira","Abu al-Matamir"
10606,"apartment",256,2,1,3,12383041,"fully finished","Suez","Alganayen"
10607,"shop",196,2,2,2,11901271,"fully finished","Damietta","Azbet Al Burg"
10608,"studio",294,2,2,1,13469136,"fully finished","Matrouh","Alamein"
10609,"duplex",263,1,3,2,9342123,"fully finished","Suez","Ataqah"
10610,"office",249,3,2,3,1599537,"semi finished","Matrouh","El Hamam"
10611,"office",209,2,3,2,3928952,"fully finished","Luxor","Esna"
10612,"town house",171,2,2,3,8246327,"semi finished","Damietta","Meet Abou Ghalib"
10613,"apartment",201,3,1,2,10838705,"semi finished","Aswan","Marsa Alam"
10614,"duplex",91,2,2,3,7092679,"semi finished","Cairo","Mansheya Nasir"
10615,"shop",85,2,3,2,1664461,"not finished","Red Sea","Ras Ghareb"
10616,"duplex",260,2,2,2,12727195,"not finished","Qalyubia","Qaha"
10617,"studio",233,3,2,3,2612287,"semi finished","Suez","Alganayen"
10618,"town house",194,1,1,1,3577701,"luxury finished","Dakahlia","Aga"
10619,"shop",99,1,3,1,11707156,"luxury finished","Ismailia","Nefesha"
10620,"shop",144,2,1,2,6460868,"luxury finished","Luxor","Al ziynia"
10621,"shop",288,2,3,2,12561917,"fully finished","Giza","Saf"
10622,"apartment",139,2,2,1,3633596,"semi finished","Damietta","alsaru"
10623,"office",271,2,1,2,1290837,"luxury finished","North Sinai","Arish"
10624,"apartment",260,2,1,3,9423836,"semi finished","Giza","Manshiyet Al Bakari"
10625,"studio",190,1,3,1,9465445,"not finished","North Sinai","Nakhl"
10626,"town house",93,1,1,3,12948164,"fully finished","South Sinai","Abu Zenaima"
10627,"duplex",172,2,2,1,9804044,"not finished","Kafr El Sheikh","Sidi Salm"
10628,"studio",298,3,1,2,8166016,"fully finished","Matrouh","Sidi Brani"
10629,"town house",141,1,2,3,3238097,"luxury finished","Suez","Faysal"
10630,"villa",162,2,1,2,9422456,"semi finished","Aswan","Kalabsha"
10631,"studio",95,2,3,1,1935397,"not finished","Beni Suef","Naser"
10632,"studio",258,3,2,3,14564853,"fully finished","Ismailia","Kasasien El Gedida"
10633,"office",171,3,2,2,5070294,"fully finished","Luxor","Luxor"
10634,"studio",178,2,3,1,5689511,"not finished","Sharkia","Abu Kabir"
10635,"office",263,2,3,2,12484137,"fully finished","Minya","Deir Mawas"
10636,"shop",232,3,3,2,6298469,"fully finished","Giza","Abu Rawash"
10637,"shop",125,1,3,3,3496361,"luxury finished","Beni Suef","Mokbel"
10638,"shop",266,1,2,1,4215763,"semi finished","Damietta","Azbet Al Burg"
10639,"apartment",126,1,1,3,10144590,"luxury finished","Beheira","Delengat"
10640,"villa",287,1,2,1,10257526,"luxury finished","Red Sea","El Qusiar"
10641,"villa",280,1,1,3,7619865,"luxury finished","Port Said","PorSaid"
10642,"shop",209,3,3,2,10188093,"fully finished","Menofia","Sars El-Layan"
10643,"shop",231,1,1,2,4821552,"luxury finished","Suez","Ain Sokhna"
10644,"town house",200,3,3,2,12502149,"fully finished","Luxor","Esna"
10645,"office",104,2,1,3,1990395,"not finished","South Sinai","Abu Zenaima"
10646,"town house",122,2,2,1,10707013,"not finished","Luxor","Al ziynia"
10647,"shop",210,2,1,3,13288297,"luxury finished","Luxor","Esna"
10648,"villa",183,3,2,3,2237767,"luxury finished","North Sinai","Nakhl"
10649,"apartment",298,3,1,3,9969073,"fully finished","Damietta","Damietta"
10650,"duplex",217,2,3,2,3268910,"not finished","South Sinai","Taba"
10651,"town house",237,2,1,3,9266848,"semi finished","Dakahlia","Sinbillawin"
10652,"office",299,1,2,1,3517631,"fully finished","South Sinai","Abu Zenaima"
10653,"studio",129,2,2,2,3754550,"not finished","Suez","Ain Sokhna"
10654,"office",234,3,3,1,14057831,"not finished","North Sinai","Bir al-Abed"
10655,"town house",181,3,3,2,5448629,"luxury finished","New Valley","Paris"
10656,"villa",156,3,1,2,13348293,"not finished","South Sinai","Taba"
10657,"studio",82,2,1,3,7042879,"luxury finished","Assiut","Sahel Selim"
10658,"office",117,1,2,3,2140331,"semi finished","Qena","Deshna"
10659,"studio",278,2,1,2,2088552,"fully finished","Menofia","Tala"
10660,"shop",106,3,2,3,11651271,"fully finished","Sohag","Sohag"
10661,"shop",185,2,1,1,4632167,"not finished","Menofia","Sars El-Layan"
10662,"apartment",253,2,1,3,13512510,"fully finished","Beni Suef","Al Wasta"
10663,"office",222,1,3,3,5876554,"luxury finished","Minya","Meloy"
10664,"office",184,1,2,3,11290351,"not finished","New Valley","Farafra"
10665,"office",225,2,3,2,3142150,"semi finished","Damietta","Kafr El-Batikh"
10666,"town house",90,3,3,1,9310785,"luxury finished","Minya","Samalut"
10667,"office",261,1,1,1,3826141,"semi finished","Beni Suef","Somasta"
10668,"shop",234,2,2,1,10809815,"luxury finished","Kafr El Sheikh","Kafr El Sheikh"
10669,"town house",245,3,2,3,7442340,"luxury finished","Qalyubia","Al Qanater Charity"
10670,"office",174,1,1,3,8819159,"fully finished","Qena","Qaft"
10671,"villa",110,1,3,3,11680670,"luxury finished","Red Sea","Ras Ghareb"
10672,"duplex",253,1,1,2,14818292,"fully finished","Minya","Samalut"
10673,"apartment",89,2,2,1,2063574,"semi finished","Ismailia","El Tal El Kabier"
10674,"duplex",290,1,2,2,11146626,"not finished","Minya","Meloy"
10675,"apartment",160,3,3,1,8944757,"fully finished","South Sinai","Abu Redis"
10676,"shop",262,1,3,2,8066602,"semi finished","Beni Suef","Beni Suef El Gedida"
10677,"town house",244,3,2,3,9174035,"fully finished","Minya","Abu Qurqas"
10678,"shop",131,2,2,1,13012956,"fully finished","Gharbia","Samannoud"
10679,"villa",253,1,1,1,5491303,"luxury finished","Beni Suef","beba"
10680,"shop",138,2,1,1,6534555,"not finished","Ismailia","Qantara Gharb"
10681,"office",166,1,3,3,4665371,"not finished","Suez","Alganayen"
10682,"studio",150,3,3,3,13397733,"fully finished","Red Sea","Aldahar"
10683,"studio",206,1,1,3,2600679,"semi finished","Damietta","Ras El Bar"
10684,"town house",173,2,2,2,12365323,"semi finished","Kafr El Sheikh","Qellen"
10685,"shop",285,2,3,2,3037452,"semi finished","Beheira","Abu Homs"
10686,"office",235,1,2,1,4669973,"luxury finished","Cairo","Kasr El Nile"
10687,"studio",251,1,1,3,2194052,"not finished","Sohag","El Maragha"
10688,"town house",252,2,1,1,3312099,"semi finished","Beni Suef","Beni Suef El Gedida"
11239,"town house",160,2,1,3,7343148,"semi finished","Ismailia","Qantara Sharq"
10689,"office",83,3,2,1,13528987,"not finished","Cairo","Hadayek El-Kobba"
10690,"shop",188,2,3,3,8457838,"fully finished","Damietta","Azbet Al Burg"
10691,"duplex",98,1,3,3,6803073,"fully finished","Alexandria","El Labban"
10692,"villa",212,2,1,1,6791176,"fully finished","Red Sea","Aldahar"
10693,"shop",296,2,1,2,12641618,"semi finished","Cairo","Abdeen"
10694,"apartment",134,1,3,3,3859066,"fully finished","New Valley","Paris"
10695,"shop",147,2,3,3,11815368,"not finished","Cairo","Shorouk"
10696,"office",236,3,3,1,8556360,"semi finished","Sharkia","san alhajar alqablia"
10697,"apartment",137,2,1,1,2222788,"semi finished","Qena","Farshout"
10698,"villa",178,3,3,2,10881257,"semi finished","North Sinai","Sheikh Zowaid"
10699,"duplex",282,2,2,1,12080861,"not finished","Alexandria","Sidi Bishr"
10700,"villa",212,2,3,3,12528622,"fully finished","Dakahlia","Nabroh"
10701,"office",198,2,2,1,11421491,"luxury finished","Beheira","Abu al-Matamir"
10702,"town house",240,3,3,3,1143552,"luxury finished","Cairo","Hadayek El-Kobba"
10703,"town house",230,2,3,1,10695409,"fully finished","Damietta","alruwda"
10704,"studio",228,1,1,1,11027630,"not finished","Matrouh","Sidi Brani"
10705,"town house",178,2,2,3,14734587,"luxury finished","Port Said","Zohour"
10706,"studio",94,3,3,1,4402275,"not finished","Suez","Ataqah"
10707,"office",246,3,1,3,13188934,"luxury finished","Cairo","Shubra"
10708,"studio",80,2,2,3,1071005,"not finished","Beheira","Abu al-Matamir"
10709,"town house",267,1,3,1,6302869,"luxury finished","Qalyubia","Qalyub"
